order;id;name;field;latin;selection;distance_from_hearth;dfh_comment;latin_source;latin_score;sabellic;sabellic_source;sabellic_score
992;13#15;many;Quantity;multi;selection;0;universal concepts;Latin;0;;;
993;13#16;more;Quantity;plus;selection;0;universal concepts;Latin;0;mais;Sabellic;0
994;13#17;few;Quantity;pauci;selection;0;universal concepts;Latin;0;;;
995;13#18;enough;Quantity;satis;selection;0;universal concepts;Latin;0;;;
996;13#181;some;Quantity;aliqui;selection;0;universal concepts;Latin;0;;;
997;13#19;the crowd;Quantity;turba;selection;0;universal concepts;Greek;0.75;;;
998;13#21;full;Quantity;plenus;selection;0;universal concepts;Latin;0;plener;Sabellic;0
999;13#22;empty;Quantity;vacuus;selection;0;universal concepts;Latin;0;;;
1000;13#23;the part;Quantity;pars;selection;0;universal concepts;Latin;0;karne;Sabellic;0
1001;13#231;the piece;Quantity;frustum;selection;0;universal concepts;Latin;0;;;
1002;13#24;the half;Quantity;dimidium;selection;0;universal concepts;Latin;0;;;
1003;13#33;only;Quantity;solus;selection;0;universal concepts;Latin;0;;;
1004;13#331;alone;Quantity;solus;selection;0;universal concepts;Latin;0;;;
1005;13#34;first;Quantity;primus;selection;0;universal concepts;Latin;0;prumu;Sabellic;0
1006;13#35;last;Quantity;ultimus;selection;0;universal concepts;Latin;0;pustmas;Sabellic;0
1007;13#36;second;Quantity;secundus;selection;0;universal concepts;Latin;0;etraf;Sabellic;0
1008;13#37;the pair;Quantity;par;selection;0;universal concepts;Latin;0;;;
1009;13#38;twice/two times;Quantity;bis;selection;0;universal concepts;Latin;0;;;
1010;13#42;third;Quantity;tertius;selection;0;universal concepts;Latin;0;tref;Sabellic;0
1011;13#44;three times;Quantity;ter;selection;0;universal concepts;Latin;0;triiuper;Sabellic;0
1012;14#11;the time;Time;tempus;selection;0;universal concepts;Latin;0;;;
1013;14#12;the age;Time;aetas;selection;0;universal concepts;Latin;0;;;
1014;14#13;new;Time;novus;selection;0;universal concepts;Latin;0;;;
1015;14#14;young;Time;parvus;selection;0;universal concepts;Latin;0;;;
1016;14#15;old;Time;vetus;selection;0;universal concepts;Latin;0;;;
1017;14#16;early;Time;mature;selection;0;universal concepts;Latin;0;;;
1018;14#17;late;Time;sero;selection;0;universal concepts;Latin;0;;;
1019;14#18;now;Time;nunc;selection;0;universal concepts;Latin;0;isek;Sabellic;0
1020;14#19;immediately;Time;statim;selection;0;universal concepts;Latin;0;;;
1021;14#21;fast;Time;cito;selection;0;universal concepts;Latin;0;;;
1022;14#22;slow;Time;tarde;selection;0;universal concepts;Etruscan;0.25;;;
1023;14#23;to hurry;Time;festino;selection;0;universal concepts;Latin;0;;;
1024;14#24;to be late;;;compound;0;universal concepts;;;;;
1025;14#25;to begin;Time;coepi;selection;0;universal concepts;Latin;0;;;
1026;14#251;the beginning;Time;initium;selection;0;universal concepts;Latin;0;;;
1027;14#252;to last;Time;duro;selection;0;universal concepts;Latin;0;;;
1028;14#26;the end(2);Time;finis;selection;0;universal concepts;Latin;0;;;
1029;14#27;to finish;Time;perficio;selection;0;universal concepts;Latin;0;;;
1030;14#28;to cease;Time;desino;selection;0;universal concepts;Latin;0;;;
1031;14#29;ready;Time;paratus;selection;0;universal concepts;Latin;0;;;
1032;14#31;always;Time;semper;selection;0;universal concepts;Latin;0;;;
1033;14#32;often;Time;saepe;selection;0;universal concepts;Latin;0;;;
1034;14#33;sometimes;Time;interdum;selection;0;universal concepts;Latin;0;;;
1035;14#331;soon;Time;mox;selection;0;universal concepts;Latin;0;;;
1036;14#332;for a long time;Time;diu;selection;0;universal concepts;Latin;0;;;
1037;14#34;never;Time;numquam;selection;0;universal concepts;Latin;0;;;
1038;14#35;again;Time;iterum;selection;0;universal concepts;Latin;0;;;
1039;14#41;the day(1);Time;dies;selection;0;universal concepts;Latin;0;diuklei;Sabellic;0
1040;14#411;the day(2);Time;dies;selection;0;universal concepts;Latin;0;;;
1041;14#42;the night;Time;nox;selection;0;universal concepts;Latin;0;;;
1042;14#43;the dawn;Time;prima lux;selection;0;universal concepts;;;;;
1043;14#44;the morning;Time;maneo;selection;0;universal concepts;Latin;0;;;
1044;14#45;the midday;Time;meridies;selection;0;universal concepts;Latin;0;;;
1045;14#451;the afternoon;Time;post meridiem;selection;0;universal concepts;Latin;0;;;
1046;14#46;the evening;Time;vesper;selection;0;universal concepts;Latin;0;;;
1047;14#47;today;Time;hodie;selection;0;universal concepts;Latin;0;;;
1048;14#48;tomorrow;Time;cras;selection;0;universal concepts;Latin;0;;;
1049;14#481;the day after tomorrow;Time;perendie;selection;0;universal concepts;Latin;0;;;
1050;14#49;yesterday;Time;heri;selection;0;universal concepts;Latin;0;;;
1051;14#491;the day before yesterday;Time;nudius tertius;compound;0;universal concepts;;;;;
1052;14#51;the hour;Time;hora;selection;0;universal concepts;Greek;1;;;
1053;14#53;the clock;Time;horologium;selection;1;universal concepts;Greek;1;;;
1054;14#61;the week;Time;hebdomas;anachronism;0;universal concepts;Greek;1;;;
1055;14#62;Sunday;Time;;anachronism;0;universal concepts;;;;;
1056;14#63;Monday;Time;;anachronism;0;universal concepts;;;;;
1057;14#64;Tuesday;Time;;anachronism;0;universal concepts;;;;;
1058;14#65;Wednesday;Time;;anachronism;0;universal concepts;;;;;
1059;14#66;Thursday;Time;;anachronism;0;universal concepts;;;;;
1060;14#67;Friday;Time;;anachronism;0;universal concepts;;;;;
1061;14#68;Saturday;Time;;anachronism;0;universal concepts;;;;;
1062;14#71;the month;Time;mensis;selection;0;universal concepts;Latin;0;menzne;Sabellic;0
1063;14#73;the year;Time;annus;selection;0;universal concepts;Latin;0;acnu;Sabellic;0
1064;14#74;the winter;Time;hiems;selection;0;universal concepts;Latin;0;;;
1065;14#75;the spring(2);Time;ver;selection;0;universal concepts;Latin;0;;;
1066;14#76;the summer;Time;aestas;selection;0;universal concepts;Latin;0;;;
1067;14#77;the autumn/fall;Time;auctumnus;selection;0;universal concepts;Etruscan;0.5;;;
1068;14#78;the season;Time;tempus;selection;0;universal concepts;Latin;0;;;
1069;15#21;to smell(1);Sense perception;oleo;selection;0;universal concepts;Latin;0;;;
1070;15#212;to sniff;Sense perception;;none;0;universal concepts;;;;;
1071;15#22;to smell(2);Sense perception;olfacio;selection;0;universal concepts;Latin;0;;;
1072;15#25;fragrant;Sense perception;suavis;selection;0;universal concepts;Latin;0;;;
1073;15#26;stinking;Sense perception;foetidus;selection;0;universal concepts;Latin;0;;;
1074;15#31;to taste;Sense perception;gusto;selection;0;universal concepts;Latin;0;;;
1075;15#35;sweet;Sense perception;dulcis;selection;0;universal concepts;substrate;0.25;;;
1076;15#36;salty;Sense perception;salsus;selection;0;universal concepts;Latin;0;;;
1077;15#37;bitter;Sense perception;amarus;selection;0;universal concepts;Latin;0;;;
1078;15#38;sour;Sense perception;acidus;selection;0;universal concepts;Latin;0;;;
1079;15#39;brackish;Sense perception;subsalsus;selection;0;universal concepts;Latin;0;;;
1080;15#41;to hear;Sense perception;audio;selection;0;universal concepts;Latin;0;;;
1081;15#42;to listen;Sense perception;ausculto;selection;0;universal concepts;Latin;0;;;
1082;15#44;the sound or noise;Sense perception;sonus;selection;0;universal concepts;Latin;0;;;
1083;15#45;loud;Sense perception;magnus;selection;0;universal concepts;Latin;0;;;
1084;15#46;quiet;Sense perception;taciturnus;selection;0;universal concepts;Latin;0;;;
1085;15#51;to see;Sense perception;video;selection;0;universal concepts;Latin;0;videtas;Sabellic;0
1086;15#52;to look;Sense perception;aspicio;selection;0;universal concepts;Latin;0;;;
1087;15#55;to show;Sense perception;monstro;selection;0;universal concepts;Latin;0;;;
1088;15#56;to shine;Sense perception;luceo;selection;0;universal concepts;Latin;0;;;
1089;15#57;bright;Sense perception;clarus;selection;0;universal concepts;Latin;0;;;
1090;15#61;the colour/color;Sense perception;color;selection;0;universal concepts;Latin;0;;;
1091;15#62;light(2);Sense perception;illustris;selection;0;universal concepts;Latin;0;;;
1092;15#63;dark;Sense perception;obscurus;selection;0;universal concepts;Latin;0;;;
1093;15#64;white;Sense perception;candidus;selection;0;universal concepts;Latin;0;kaleruf;Sabellic;0
1094;15#65;black;Sense perception;ater;selection;0;universal concepts;Latin;0;peiu;Sabellic;0
1095;15#66;red;Sense perception;rufus;selection;0;universal concepts;Sabellic;1;rufra;Sabellic;0
1096;15#67;blue;Sense perception;caeruleus;selection;0;universal concepts;Latin;0;;;
1097;15#68;green;Sense perception;viridis;selection;0;universal concepts;Latin;0;;;
1098;15#69;yellow;Sense perception;flavus;selection;0;universal concepts;Latin;0;;;
1099;15#71;to touch;Sense perception;tango;selection;0;universal concepts;Latin;0;taa;Sabellic;0
1100;15#712;to pinch;Sense perception;vellico;selection;0;universal concepts;Latin;0;;;
1101;15#72;to feel;Sense perception;tento;selection;0;universal concepts;Latin;0;;;
1102;15#74;hard;Sense perception;durus;selection;0;universal concepts;Latin;0;;;
1103;15#75;soft;Sense perception;mollis;selection;0;universal concepts;Latin;0;;;
1104;15#76;rough(1);Sense perception;asper;selection;0;universal concepts;Latin;0;;;
1105;15#77;smooth;Sense perception;levis;selection;0;universal concepts;Latin;0;;;
1106;15#78;sharp;Sense perception;acutus;selection;0;universal concepts;Latin;0;akrid;Sabellic;0
1107;15#79;blunt;Sense perception;hebes;selection;0;universal concepts;Latin;0;;;
1108;15#81;heavy;Sense perception;gravis;selection;0;universal concepts;Latin;0;;;
1109;15#82;light(1);Sense perception;levis;selection;0;universal concepts;Latin;0;;;
1110;15#83;wet;Sense perception;humidus;selection;0;universal concepts;Latin;0;;;
1111;15#84;dry;Sense perception;siccus;selection;0;universal concepts;Latin;0;sicu;Sabellic;0
1112;15#85;hot;Sense perception;calidus;selection;0;universal concepts;Latin;0;;;
1113;15#851;warm;Sense perception;tepidus;selection;0;universal concepts;Latin;0;;;
1114;15#86;cold;Sense perception;frigidus;selection;0;universal concepts;Latin;0;;;
1115;15#87;clean;Sense perception;mundus;selection;0;universal concepts;Etruscan;0.5;;;
1116;15#88;dirty;Sense perception;sordidus;selection;0;universal concepts;Latin;0;;;
1117;15#89;wrinkled;Sense perception;rugosus;selection;0;universal concepts;Latin;0;;;
1118;16#11;the soul or spirit;Emotions and values;anima;selection;0;universal concepts;Latin;0;anams;Sabellic;0
1119;16#15;surprised or astonished;Emotions and values;admiror;selection;0;universal concepts;Latin;0;;;
1120;16#18;the good luck;Emotions and values;felicitas;selection;0;universal concepts;Latin;0;;;
1121;16#19;the bad luck;Emotions and values;infelicitas;selection;0;universal concepts;Latin;0;;;
1122;16#23;happy;Emotions and values;beatus;selection;0;universal concepts;Latin;0;;;
1123;16#25;to laugh;Emotions and values;rideo;selection;0;universal concepts;Latin;0;;;
1124;16#251;to smile;Emotions and values;subrideo;selection;0;universal concepts;Latin;0;;;
1125;16#26;to play;Emotions and values;ludo;selection;0;universal concepts;Latin;0;;;
1126;16#27;to love;Emotions and values;amo;selection;0;universal concepts;Latin;0;;;
1127;16#29;to kiss;Emotions and values;suavior;selection;0;universal concepts;Latin;0;;;
1128;16#3;to embrace;Emotions and values;amplector;selection;0;universal concepts;Latin;0;;;
1129;16#31;the pain;Emotions and values;dolor;selection;0;universal concepts;Latin;0;;;
1130;16#32;the grief;Emotions and values;dolor;selection;0;universal concepts;Latin;0;;;
1131;16#33;the anxiety;Emotions and values;sollicitudo;selection;0;universal concepts;Latin;0;;;
1132;16#34;to regret or be sorry;Emotions and values;paenitet;selection;0;universal concepts;Latin;0;;;
1133;16#35;the pity;Emotions and values;misericordia;selection;0;universal concepts;Latin;0;;;
1134;16#37;to cry;Emotions and values;fleo;selection;0;universal concepts;Latin;0;;;
1135;16#38;the tear;Emotions and values;lacrima;selection;0;universal concepts;Greek;0.5;;;
1136;16#39;to groan;Emotions and values;gemo;selection;0;universal concepts;Latin;0;;;
1137;16#41;to hate;Emotions and values;odi;selection;0;universal concepts;Latin;0;;;
1138;16#42;the anger;Emotions and values;ira;selection;0;universal concepts;Latin;0;;;
1139;16#44;the envy or jealousy;Emotions and values;invidia;selection;0;universal concepts;Latin;0;;;
1140;16#45;the shame;Emotions and values;pudor;selection;0;universal concepts;Latin;0;;;
1141;16#48;proud;Emotions and values;superbus;selection;0;universal concepts;Latin;0;;;
1142;16#51;to dare;Emotions and values;audeo;selection;0;universal concepts;Latin;0;;;
1143;16#52;brave;Emotions and values;fortis;selection;0;universal concepts;Latin;0;;;
1144;16#53;the fear;Emotions and values;metus;selection;0;universal concepts;Latin;0;;;
1145;16#54;the danger;Emotions and values;periculum;selection;0;universal concepts;Latin;0;;;
1146;16#62;to want;Emotions and values;volo;selection;0;universal concepts;Latin;0;heries;Sabellic;0
1147;16#622;to choose;Emotions and values;lego;selection;0;universal concepts;Latin;0;oupid;Sabellic;0
1148;16#63;to hope;Emotions and values;spero;selection;0;universal concepts;Latin;0;;;
1149;16#65;faithful;Emotions and values;fidelis;selection;0;universal concepts;Latin;0;;;
1150;16#66;true;Emotions and values;verus;selection;0;universal concepts;Latin;0;;;
1151;16#67;to lie(2);Emotions and values;mentior;selection;0;universal concepts;Latin;0;;;
1152;16#68;the deceit;Emotions and values;fallacia;selection;0;universal concepts;Latin;0;;;
1153;16#69;to forgive;Emotions and values;ignosco;selection;0;universal concepts;Latin;0;;;
1154;16#71;good;Emotions and values;bonus;selection;0;universal concepts;Latin;0;wolaisumad;Celtic;0.25
1155;16#72;bad;Emotions and values;malus;selection;0;universal concepts;Latin;0;;;
1156;16#73;right(2);Emotions and values;rectus;selection;0;universal concepts;Latin;0;rehte;Sabellic;0
1157;16#74;wrong;Emotions and values;pravus;selection;0;universal concepts;Latin;0;;;
1158;16#76;the fault;Emotions and values;culpa;selection;0;universal concepts;Latin;0;;;
1159;16#77;the mistake;Emotions and values;error;selection;0;universal concepts;Latin;0;;;
1160;16#78;the blame;Emotions and values;culpa;selection;0;universal concepts;Latin;0;;;
1161;16#79;the praise;Emotions and values;laus;selection;0;universal concepts;Latin;0;;;
1162;16#81;beautiful;Emotions and values;pulcer;selection;0;universal concepts;Etruscan;0.5;;;
1163;16#82;ugly;Emotions and values;deformis;selection;0;universal concepts;Etruscan;0.75;;;
1164;16#83;greedy;Emotions and values;avarus;selection;0;universal concepts;Latin;0;;;
1165;16#84;clever;Emotions and values;ingeniosus;selection;0;universal concepts;Latin;0;;;
1166;17#11;the mind;Cognition;mens;selection;0;universal concepts;Latin;0;;;
1167;17#13;to think(1);Cognition;cogito;selection;0;universal concepts;Latin;0;;;
1168;17#14;to think(2);Cognition;puto;selection;0;universal concepts;Latin;0;tadait;Sabellic;0
1169;17#15;to believe;Cognition;credo;selection;0;universal concepts;Latin;0;;;
1170;17#16;to understand;Cognition;intellego;selection;0;universal concepts;Latin;0;;;
1171;17#17;to know;Cognition;scio;selection;0;universal concepts;Latin;0;sepu;Sabellic;0
1172;17#171;to guess;Cognition;conicio;selection;0;universal concepts;Latin;0;;;
1173;17#172;to imitate;Cognition;imitor;selection;0;universal concepts;Latin;0;;;
1174;17#18;to seem;Cognition;videor;selection;0;universal concepts;Latin;0;;;
1175;17#19;the idea;Cognition;species / notio;selection;0;universal concepts;Latin;0;;;
1176;17#21;wise;Cognition;sapiens;selection;0;universal concepts;Latin;0;;;
1177;17#22;stupid;Cognition;stultus;selection;0;universal concepts;Latin;0;;;
1178;17#23;mad;Cognition;insanus;selection;0;universal concepts;Latin;0;;;
1179;17#24;to learn;Cognition;disco;selection;0;universal concepts;Latin;0;;;
1180;17#242;to study;Cognition;studeo;selection;1;specialised trades;Latin;0;;;
1181;17#25;to teach;Cognition;doceo;selection;0;universal concepts;Latin;0;;;
1182;17#26;the pupil;Cognition;discipulus;selection;0;universal concepts;Latin;0;;;
1183;17#27;the teacher;Cognition;praeceptor;selection;0;universal concepts;Latin;0;;;
1184;17#28;the school;Cognition;ludus;selection;1;specialised trades;Latin;0;;;
1185;17#31;to remember;Cognition;memini;selection;0;universal concepts;Latin;0;plametod;Sabellic;0
1186;17#32;to forget;Cognition;obliviscor;selection;0;universal concepts;Latin;0;;;
1187;17#34;clear;Cognition;clarus;selection;0;universal concepts;Latin;0;;;
1188;17#35;obscure;Cognition;obscurus;selection;0;universal concepts;Latin;0;;;
1189;17#36;secret;Cognition;occultus;selection;0;universal concepts;Latin;0;;;
1190;17#37;certain;Cognition;certus;selection;0;universal concepts;Latin;0;;;
1191;17#38;to explain;Cognition;explano;selection;0;universal concepts;Latin;0;;;
1192;17#41;the intention;Cognition;consilium;selection;0;universal concepts;Latin;0;;;
1193;17#42;the cause;Cognition;causa;selection;0;universal concepts;Etruscan;0.25;;;
1194;17#43;the doubt;Cognition;dubitatio;selection;0;universal concepts;Latin;0;;;
1195;17#44;to suspect;Cognition;suspicor;selection;0;universal concepts;Latin;0;;;
1196;17#441;to betray;Cognition;prodo;selection;0;universal concepts;Latin;0;;;
1197;17#45;the need or necessity;Cognition;opus;nonspecific;0;universal concepts;;;;;
1198;17#46;easy;Cognition;facilis;selection;0;universal concepts;Latin;0;;;
1199;17#47;difficult;Cognition;difficilis;selection;0;universal concepts;Latin;0;;;
1200;17#48;to try;Cognition;conor;selection;0;universal concepts;Latin;0;;;
1201;17#49;the manner;Cognition;modus;selection;0;universal concepts;Latin;0;;;
1202;17#51;and;Cognition;que, et;selection;0;universal concepts;Latin;0;et;Sabellic;0
1203;17#52;because;Cognition;quia;selection;0;universal concepts;Latin;0;;;
1204;17#53;if;Cognition;si;selection;0;universal concepts;Latin;0;suai;Sabellic;0
1205;17#54;or;Cognition;aut;selection;0;universal concepts;Latin;0;aut;Sabellic;0
1206;17#55;yes;Cognition;ita, sic;selection;0;universal concepts;Latin;0;;;
1207;17#56;no;Cognition;non;selection;0;universal concepts;Latin;0;;;
1208;17#61;how?;Cognition;quomodo? ut?;selection;0;universal concepts;Latin;0;;;
1209;17#62;how many?;Cognition;quot;selection;0;universal concepts;Latin;0;;;
1210;17#63;how much?;Cognition;quantus;selection;0;universal concepts;Latin;0;;;
1211;17#64;what?;Cognition;quid;selection;0;universal concepts;Latin;0;;;
1212;17#65;when?;Cognition;quando;selection;0;universal concepts;Latin;0;api;Sabellic;0
1213;17#66;where?;Cognition;ubi;selection;0;universal concepts;Latin;0;pufe;Sabellic;0
1214;17#67;which?;Cognition;quid;selection;0;universal concepts;Latin;0;;;
1215;17#68;who?;Cognition;qui;selection;0;universal concepts;Latin;0;;;
1216;17#69;why?;Cognition;cur;selection;0;universal concepts;Latin;0;;;
1217;18#11;the voice;Speech and language;vox;selection;0;universal concepts;Latin;0;;;
1218;18#12;to sing;Speech and language;cano;selection;0;universal concepts;Latin;0;kanetu;Sabellic;0
1219;18#13;to shout;Speech and language;clamo;selection;0;universal concepts;Latin;0;karetu;Sabellic;0
1220;18#15;to whisper;Speech and language;susurro;selection;0;universal concepts;Latin;0;;;
1221;18#16;to mumble;Speech and language;murmuro;selection;0;universal concepts;Latin;0;;;
1222;18#17;to whistle;Speech and language;sibilo;selection;0;universal concepts;Latin;0;;;
1223;18#18;to shriek;Speech and language;ululo;selection;0;universal concepts;Latin;0;;;
1224;18#19;to howl;Speech and language;ululo;selection;0;universal concepts;Latin;0;;;
1225;18#21;to speak or talk;Speech and language;loquor;selection;0;universal concepts;Latin;0;;;
1226;18#211;to stutter or stammer;Speech and language;balbutio;selection;0;universal concepts;Latin;0;;;
1227;18#22;to say;Speech and language;dico;selection;0;universal concepts;Latin;0;teitu;Sabellic;0
1228;18#221;to tell;Speech and language;narro;selection;0;universal concepts;Latin;0;;;
1229;18#222;the speech;Speech and language;oratio;selection;0;universal concepts;Latin;0;;;
1230;18#23;to be silent;Speech and language;taceo;selection;0;universal concepts;Latin;0;tacez;Sabellic;0
1231;18#24;the language;Speech and language;lingua;selection;0;universal concepts;Latin;0;;;
1232;18#26;the word;Speech and language;verbum;selection;0;universal concepts;Latin;0;iuku;Sabellic;0
1233;18#28;the name;Speech and language;nomen;selection;0;universal concepts;Latin;0;numem;Sabellic;0
1234;18#31;to ask(1);Speech and language;rogo;selection;0;universal concepts;Latin;0;;;
1235;18#32;to answer;Speech and language;respondeo;selection;0;universal concepts;Latin;0;;;
1236;18#33;to admit;Speech and language;doceo;selection;0;universal concepts;Latin;0;;;
1237;18#34;to deny;Speech and language;nego;selection;0;universal concepts;Latin;0;;;
1238;18#35;to ask(2);Speech and language;rogo;selection;0;universal concepts;Latin;0;;;
1239;18#36;to promise;Speech and language;polliceor;selection;0;universal concepts;Latin;0;;;
1240;18#37;to refuse;Speech and language;recuso;selection;0;universal concepts;Etruscan;0.25;;;
1241;18#38;to forbid;Speech and language;veto;selection;0;universal concepts;Latin;0;;;
1242;18#39;to scold;Speech and language;obiurgo;selection;0;universal concepts;Latin;0;;;
1243;18#41;to call(1);Speech and language;voco;selection;0;universal concepts;Latin;0;;;
1244;18#42;to call(2);Speech and language;appello;selection;0;universal concepts;Latin;0;;;
1245;18#43;to announce;Speech and language;nuntio;selection;0;universal concepts;Latin;0;combifiatu;Sabellic;0
1246;18#44;to threaten;Speech and language;minari;selection;0;universal concepts;Latin;0;;;
1247;18#45;to boast;Speech and language;glorior;selection;0;universal concepts;Latin;0;;;
1248;18#51;to write;Speech and language;scribo;selection;1;specialised trades;Latin;0;screihtor;Sabellic;0
1249;18#52;to read;Speech and language;lego;selection;1;specialised trades;Latin;0;leexe;Sabellic;0
1250;18#56;the paper;Speech and language;charta;selection;1;specialised trades;Greek;1;;;
1251;18#57;the pen;Speech and language;calamus;selection;1;specialised trades;Greek;1;;;
1252;18#61;the book;Speech and language;liber;selection;1;specialised trades;Latin;0;;;
1253;18#67;the poet;Speech and language;poeta;selection;1;specialised trades;Greek;1;;;
1254;18#71;the flute;Speech and language;tibia;selection;1;specialised trades;substrate;0.5;;;
1255;18#72;the drum;Speech and language;tympanum;selection;1;specialised trades;Greek;1;;;
1256;18#73;the horn or trumpet;Speech and language;tuba;selection;1;specialised trades;substrate;0.75;;;
1257;18#74;the rattle;Speech and language;crepitaculum;selection;1;specialised trades;Latin;0;;;
1258;19#11;the country;Social and political relations;regio;selection;1;transcends the home;Latin;0;;;
1259;19#12;the native country;Social and political relations;patria;selection;1;transcends the home;Latin;0;;;
1260;19#15;the town;Social and political relations;oppidum;selection;1;transcends the home;Latin;0;;;
1261;19#16;the village;Social and political relations;pagus;selection;1;transcends the home;Latin;0;;;
1262;19#17;the boundary;Social and political relations;finis;selection;1;transcends the home;Latin;0;;;
1263;19#21;the people;Social and political relations;populus;selection;1;transcends the home;Etruscan;0.25;puplu;Sabellic;0.25
1264;19#23;the clan;Social and political relations;gens;selection;1;transcends the home;Latin;0;natine;Sabellic;0
1265;19#24;the chieftain;Social and political relations;dux;selection;1;transcends the home;Latin;0;;;
1266;19#25;the walking stick;Social and political relations;baculum;selection;0;universal concepts;substrate;0.5;;;
1267;19#31;to rule or govern;Social and political relations;rego;selection;0;universal concepts;Latin;0;;;
1268;19#32;the king;Social and political relations;rex;selection;1;not in every home;Latin;0;regom;Sabellic;0
1269;19#33;the queen;Social and political relations;regina;selection;1;not in every home;Latin;0;;;
1270;19#36;the noble;Social and political relations;nobilis;selection;1;not in every home;Latin;0;;;
1271;19#37;the citizen;Social and political relations;civis;selection;0;universal in Roman society;Latin;0;ceus;Latin;1
1272;19#41;the master;Social and political relations;dominus;selection;0;universal in Roman society;Latin;0;diomanas;Sabellic;0
1273;19#42;the slave;Social and political relations;servus;selection;0;universal in Roman society;Latin;0;famel;Sabellic;0
1274;19#43;the servant;Social and political relations;minister;selection;0;universal in Roman society;Latin;0;;;
1275;19#44;the freeman;Social and political relations;libertus;selection;0;universal concepts;Latin;0;;;
1276;19#445;to liberate;Social and political relations;solvo;selection;0;universal concepts;Latin;0;;;
1277;19#45;to command or order;Social and political relations;iubeo;selection;0;universal concepts;Latin;0;faamated;Sabellic;0
1278;19#46;to obey;Social and political relations;pareo;selection;0;universal concepts;Latin;0;;;
1279;19#47;to permit;Social and political relations;sino;selection;0;universal concepts;Latin;0;;;
1280;19#51;the friend;Social and political relations;amicus;selection;0;universal concepts;Latin;0;;;
1281;19#52;the enemy;Social and political relations;hostis;selection;0;universal concepts;Latin;0;;;
1282;19#54;the neighbour;Social and political relations;vicinus;selection;0;universal concepts;Latin;0;;;
1283;19#55;the stranger;Social and political relations;peregrinus;selection;0;universal concepts;Latin;0;;;
1284;19#56;the guest;Social and political relations;hospes;selection;0;universal concepts;Latin;0;;;
1285;19#565;to invite;Social and political relations;invito;selection;0;universal concepts;Latin;0;;;
1286;19#57;the host;Social and political relations;hospes;selection;0;universal concepts;Latin;0;;;
1287;19#58;to help;Social and political relations;adiuvo;selection;0;universal concepts;Latin;0;;;
1288;19#59;to prevent;Social and political relations;prohibeo;selection;0;universal concepts;Latin;0;pertemust;Sabellic;0
1289;19#61;the custom;Social and political relations;mos;selection;0;universal concepts;Latin;0;;;
1290;19#62;the quarrel;Social and political relations;rixa;selection;0;universal concepts;Latin;0;;;
1291;19#63;the plot;Social and political relations;coniuratio;selection;0;universal concepts;Latin;0;;;
1292;19#65;to meet;Social and political relations;convenio;selection;0;universal concepts;Latin;0;;;
1293;19#72;the prostitute;Social and political relations;meretrix;selection;1;specialised trades;Latin;0;;;
1294;20#11;to fight;Warfare and hunting;pugno;selection;0;universal concepts;Latin;0;;;
1295;20#13;the war or battle;Warfare and hunting;bellum;selection;1;specialised trades;Latin;0;;;
1296;20#14;the peace;Warfare and hunting;pax;selection;0;universal concepts;Latin;0;pase;Sabellic;0
1297;20#15;the army;Warfare and hunting;exercitum;selection;1;specialised trades;Latin;0;;;
1298;20#17;the soldier;Warfare and hunting;miles;selection;1;specialised trades;Etruscan;0.25;;;
1299;20#21;the weapons;Warfare and hunting;arma;selection;1;specialised trades;Latin;0;;;
1300;20#22;the club;Warfare and hunting;clava;selection;1;specialised trades;Latin;0;;;
1301;20#222;the battle-axe;Warfare and hunting;fustis;selection;1;specialised trades;Latin;0;;;
1302;20#23;the sling;Warfare and hunting;funda;selection;1;specialised trades;substrate;0.25;;;
1303;20#24;the bow;Warfare and hunting;arcus;selection;1;specialised trades;Latin;0;;;
1304;20#25;the arrow;Warfare and hunting;sagitta;selection;1;specialised trades;substrate;0.75;;;
1305;20#26;the spear;Warfare and hunting;hasta;selection;1;specialised trades;substrate;0.25;;;
1306;20#27;the sword;Warfare and hunting;gladius;selection;1;specialised trades;Celtic;0.75;;;
1307;20#28;the gun;Warfare and hunting;;anachronism;1;specialised trades;;;;;
1308;20#31;the armour;Warfare and hunting;tegumenta corporis;compound;1;specialised trades;;;;;
1309;20#33;the helmet;Warfare and hunting;cassis;selection;1;specialised trades;Greek;0.25;;;
1310;20#34;the shield;Warfare and hunting;scutum;selection;1;specialised trades;Latin;0;;;
1311;20#35;the fortress;Warfare and hunting;arx;selection;1;specialised trades;Latin;0;okrei;Sabellic;0
1312;20#36;the tower;Warfare and hunting;turris;selection;1;specialised trades;Greek;1;tiurris;substrate;0.75
1313;20#41;the victory;Warfare and hunting;victoria;selection;1;specialised trades;Latin;0;;;
1314;20#42;the defeat;Warfare and hunting;clades;selection;1;specialised trades;Latin;0;;;
1315;20#43;the attack;Warfare and hunting;impetus;selection;1;specialised trades;Latin;0;;;
1316;20#44;to defend;Warfare and hunting;defendo;selection;1;specialised trades;Latin;0;;;
1317;20#45;to retreat;Warfare and hunting;me recipio;compound;1;specialised trades;;;;;
1318;20#46;to surrender;Warfare and hunting;trado;selection;1;specialised trades;Latin;0;;;
1319;20#47;the captive or prisoner;Warfare and hunting;captivus;selection;1;specialised trades;Latin;0;;;
1320;20#471;the guard;Warfare and hunting;custos;selection;1;specialised trades;Latin;0;;;
1321;20#48;the booty;Warfare and hunting;praeda;selection;1;specialised trades;Latin;0;;;
