;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order
155932;995;1218;149;155932;11;atiieřiu:;atiieriu;ATR;155931;201587.0;10170a;10170;24.0;Umbrian;YO-stem;adjective;-;-;-;-;-;plural;M;GEN;-;a-p---mg-;M-gen-pl;Atiedian;PROPER;PERSONAL;Atiedius;Atiediorum;-;ati-edyoom;atiieřiu--;20 hunte: iuvie: ampentu: katlu: / 21 sakre: sevakne: petruniaper: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1218;149;155931;10;fratru:;fratru;ATR;155930;201586.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru--;20 hunte: iuvie: ampentu: katlu: / 21 sakre: sevakne: petruniaper: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
155936;995;1220;151;155936;1;katles:;katles;ATR;155937;201591.0;10621a;10621;7.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;dog;ANIMAL;-;catulus;catuli;-;katoleys;kat-le-s;22 katles: supa: hahtu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1220;151;155937;2;supa:;supa;OBJ;155938;201592.0;11413a;11413;11.0;Umbrian;O-stem or A-stem;adjective;-;-;-;-;-;plural;F;ACC;-;a-p---fa-;F-acc-pl;under-parts;BODY;-;supinus;supinas;-;sopaaf;sopa--;22 katles: supa: hahtu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
155984;995;1233;164;155984;1;katles:;katles;ATR;155986;201639.0;10621a;10621;7.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;dog;ANIMAL;-;catulus;catuli;-;katoleys;kat-le-s;27 katles: tuva: tefra / 28 terti: erus: prusekatu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1233;164;155986;3;tefra;tefra;OBJ_CO;155987;201641.0;11514a;11514;21.0;Umbrian;O-stem OR A-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;-;-;-;-;-;-;tefraa;tefra-;27 katles: tuva: tefra / 28 terti: erus: prusekatu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156050;995;1251;182;156050;8;fratru:;fratru;ATR;156049;201705.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru--;34 kapiře: hunte: / 35 iuvie vestikatu: petruniaper{t}: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1251;182;156049;7;natine:;natine;ADV;156048;201704.0;10500a;10500;3.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;gens;-;-;gens;gente;-;gnatyoni;-nati-ne;34 kapiře: hunte: / 35 iuvie vestikatu: petruniaper{t}: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156051;995;1251;182;156051;9;atiieřiu:;atiieriu;ATR;156050;201706.0;10170a;10170;24.0;Umbrian;YO-stem;adjective;-;-;-;-;-;plural;M;GEN;-;a-p---mg-;M-gen-pl;Atiedian;PROPER;PERSONAL;Atiedius;Atiediorum;-;ati-edyoom;atiieřiu--;34 kapiře: hunte: / 35 iuvie vestikatu: petruniaper{t}: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1251;182;156050;8;fratru:;fratru;ATR;156049;201705.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru--;34 kapiře: hunte: / 35 iuvie vestikatu: petruniaper{t}: natine: fratru: atiieřiu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156105;995;1265;196;156105;2;punes:;punes;ATR;156104;201760.0;11189a;11189;30.0;Umbrian;I-stem;noun;-;-;-;-;-;singular;?;GEN;-;n-s----g-;gen-sg;mead;VICTUALS;-;posca;poscae;-;poneys;pune-s;41 kapiře: punes: vepuratu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1265;196;156104;1;kapiře:;kapire;ADV;156106;201759.0;10602a;10602;16.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;bowl;-;-;capis;capide;-;kapidi;kapiře;41 kapiře: punes: vepuratu:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156126;995;1270;201;156126;5;ti;ti;ATR;156125;201781.0;-;-;416.0;Umbrian;-;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Ti?;PROPER;PERSONAL;-;-;-;ti?;ti-;44 kvestretie usaçe svesu vuṿçis ti teteies:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1270;201;156125;4;vuṿçis;vuvcis;SBJ;156123;201780.0;10783a;10783;4.0;Umbrian;YO-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Lucius;PROPER;PERSONAL;Lucius;Lucius;-;lowkyos;vuvçi-s;44 kvestretie usaçe svesu vuṿçis ti teteies:;Table 2a (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156220;995;1287;218;156220;1;kapres:;kapres;ATR;156221;201875.0;10605a;10605;4.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;goat;ANIMAL;-;caper;capri;-;kapreys;kapre-s;12 kapres: pruseçetu / 13 ife ařveitu:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1287;218;156221;2;pruseçetu;prusecetu;OBJ;156223;201876.0;11260a;11260;22.0;Umbrian;A-stem;verb;PPP;past;participle;passive;-;plural;N;ACC;-;v-prppna-;perf-part-pass-N-acc-pl;cut out;-;-;proseco;prosecata;(65) Perfect participle;proosekeetom;pru-seçe-tu-;12 kapres: pruseçetu / 13 ife ařveitu:;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156316;995;1315;246;156316;6;fratru;fratru;ATR;156315;201971.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru--;26 fetu: iuvepatre: vuçiiaper: natine: fratru atiieřiu;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1315;246;156315;5;natine:;natine;ADV;156314;201970.0;10500a;10500;3.0;Umbrian;C-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;gens;-;-;gens;genti;-;gnatyonei;-nati-ne-;26 fetu: iuvepatre: vuçiiaper: natine: fratru atiieřiu;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156317;995;1315;246;156317;7;atiieřiu;atiieriu;ATR;156316;201972.0;10170a;10170;24.0;Umbrian;YO-stem;adjective;-;-;-;-;-;plural;M;GEN;-;a-p---mg-;M-gen-pl;Atiedian;PROPER;PERSONAL;Atiedius;Atiediorum;-;ati-edyoom;atiieřiu--;26 fetu: iuvepatre: vuçiiaper: natine: fratru atiieřiu;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1315;246;156316;6;fratru;fratru;ATR;156315;201971.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru--;26 fetu: iuvepatre: vuçiiaper: natine: fratru atiieřiu;Table 2b (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156345;995;1321;252;156345;6;sestentasiaru:;sestentasiaru;ATR;156344;202000.0;11362a;11362;1.0;Umbrian;A-stem;noun;-;-;-;-;-;plural;F;GEN;-;n-p---fg-;F-gen-pl;(festival);RELIGION;-;-;-;-;sekstentaasiaasoom;ses-tenta-sia-ru--;1 esunu: fuia: herter: sume: / 2 ustite: sestentasiaru: / 3 urnasiaru:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1321;252;156344;5;ustite:;ustite;ADV;156342;201999.0;10965a;10965;2.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;?;LOC;-;n-s------;sg;-;-;-;-;-;-;obstitey;u-stite-;1 esunu: fuia: herter: sume: / 2 ustite: sestentasiaru: / 3 urnasiaru:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156346;995;1321;252;156346;7;urnasiaru:;urnasiaru;ATR;156345;202001.0;11608a;11608;3.0;Umbrian;YO-stem;adjective;-;-;-;-;-;plural;F;GEN;-;a-p---fg-;F-gen-pl;(name of month);PROPER;CALENDAR;Urnasius;Urnasiarum;-;urnaasyaasoom;urna-sia-ru--;1 esunu: fuia: herter: sume: / 2 ustite: sestentasiaru: / 3 urnasiaru:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1321;252;156345;6;sestentasiaru:;sestentasiaru;ATR;156344;202000.0;11362a;11362;1.0;Umbrian;A-stem;noun;-;-;-;-;-;plural;F;GEN;-;n-p---fg-;F-gen-pl;(festival);RELIGION;-;-;-;-;sekstentaasiaasoom;ses-tenta-sia-ru--;1 esunu: fuia: herter: sume: / 2 ustite: sestentasiaru: / 3 urnasiaru:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156358;995;1323;254;156358;8;fratru:;fratru;ATR;156359;202013.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru--;4 inuk: uhturu: urtes: puntis: / 5 frater: ustentuta: puře: / 6 fratru: mersus: fust: / 7 kumnakle:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1323;254;156359;9;mersus:;mersus;PNOM;156360;202014.0;10849a;10849;3.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;M;NOM;-;a-s---mn-;M-nom-sg;in accordance with customs;-;-;assuetus;assuetus;-;med-eswos;mers--u-s;4 inuk: uhturu: urtes: puntis: / 5 frater: ustentuta: puře: / 6 fratru: mersus: fust: / 7 kumnakle:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156378;995;1327;258;156378;6;fratrum:;fratrum;ATR;156377;202033.0;10469a;10469;23.0;Umbrian;C-stem;noun;-;-;-;-;-;plural;M;GEN;-;n-p---mg-;M-gen-pl;brother;RELATION;-;frater;fratrum;-;fraatroom;fra-tru-m;9 inumek: sakre / 10 uvem: urtas: puntes: fratrum: upetuta:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1327;258;156377;5;puntes:;puntes;SBJ;156379;202032.0;11184a;11184;2.0;Umbrian;I-stem;noun;-;-;-;-;-;plural;F;NOM;-;n-p---fn-;F-nom-pl;group of five;NUMBER;-;quini;quinae;-;pomptees;pun-te-s;9 inumek: sakre / 10 uvem: urtas: puntes: fratrum: upetuta:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156504;995;1349;280;156504;1;sakre:;sakre;ATR;156505;202159.0;11323a;11323;11.0;Umbrian;I-stem;noun;-;-;-;-;-;singular;N;GEN;-;n-s---ng-;N-gen-sg;sacrificial animal;RELIGION;-;hostia;hostiae;-;saakreys;sa-kre--;30 sakre: / 31 vatra: ferine: feitu:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1349;280;156505;2;vatra:;vatra;OBJ;156507;202160.0;10756a;10756;13.0;Umbrian;U-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;rib;BODY;-;costa;costas;-;latuaa;vatra-;30 sakre: / 31 vatra: ferine: feitu:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156516;995;1352;283;156516;1;ererek:;ererek;ATR;156518;202171.0;10398a;10398;114.0;Umbrian;IRR;pronoun;-;-;-;-;-;singular;M;GEN;-;p-s---mg-;M-gen-sg;he;-;-;is;eius;-;eyseysik;e-re-rek;32 ererek: tuva: tefra / 33 spantimař: prusekatu:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1352;283;156518;3;tefra;tefra;OBJ;156521;202173.0;11514a;11514;21.0;Umbrian;O-stem OR A-stem;noun;-;-;-;-;-;plural;N;ACC;-;n-p---na-;N-acc-pl;-;-;-;-;-;-;tefraa;tefra-;32 ererek: tuva: tefra / 33 spantimař: prusekatu:;Table 3 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156541;995;1357;288;156541;1;erarunt:;erarunt;ATR;156542;202196.0;10376a;10376;10.0;Umbrian;IRR;adjective;-;-;-;-;-;singular;F;GEN;-;a-s---fg-;F-gen-sg;the same;-;-;idem;eiusdem;-;eraashont;era-r-unt;1 erarunt: struhçlas: eskamitu: a(ř)veitu;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1357;288;156542;2;struhçlas:;struhclas;ATR;156543;202197.0;11454a;11454;12.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;-;-;-;-;-;-;struwikelaas;struh-ç-la-s;1 erarunt: struhçlas: eskamitu: a(ř)veitu;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156542;995;1357;288;156542;2;struhçlas:;struhclas;ATR;156543;202197.0;11454a;11454;12.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;-;-;-;-;-;-;struwikelaas;struh-ç-la-s;1 erarunt: struhçlas: eskamitu: a(ř)veitu;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1357;288;156543;3;eskamitu:;eskamitu;OBJ;156544;202198.0;10382a;10382;1.0;Umbrian;O-stem;noun;-;-;-;-;-;singular;?;ACC;-;n-s----a-;acc-sg;-;-;-;-;-;-;eskamiitood;eskami-tu--;1 erarunt: struhçlas: eskamitu: a(ř)veitu;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156558;995;1359;290;156558;7;puemunes;puemunes;ATR;156559;202213.0;11266a;11266;10.0;Umbrian;O-stem OR C-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Pomonus;PROPER;THEONYM;Pomonus;Pomoni;-;puemooneys;puemu-ne-s;3 eřek: supru: sese: ereçluma: vesune: puemunes / 4 pupřiçes: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1359;290;156559;8;pupřiçes:;puprices;ATR;156557;202214.0;11199a;11199;9.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;Poplicus;PROPER;THEONYM;Poplicus;Poplici;-;poplikeys;pupřiçe-s;3 eřek: supru: sese: ereçluma: vesune: puemunes / 4 pupřiçes: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
156559;995;1359;290;156559;8;pupřiçes:;puprices;ATR;156557;202214.0;11199a;11199;9.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;Poplicus;PROPER;THEONYM;Poplicus;Poplici;-;poplikeys;pupřiçe-s;3 eřek: supru: sese: ereçluma: vesune: puemunes / 4 pupřiçes: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1359;290;156557;6;vesune:;vesune;OBJ;156560;202212.0;11674a;11674;6.0;Umbrian;A-stem;noun;-;-;-;-;-;singular;F;DAT;-;n-s---fd-;F-dat-sg;Vesona;PROPER;THEONYM;Vesona;Vesonae;-;wessunay;ves-une-;3 eřek: supru: sese: ereçluma: vesune: puemunes / 4 pupřiçes: purtuvitu:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;1
156600;995;1363;294;156600;11;puemunes:;puemunes;ATR;156601;202255.0;11266a;11266;10.0;Umbrian;O-stem OR C-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Pomonus;PROPER;THEONYM;Pomonus;Pomoni;-;puemooneys;puemu-ne-s;9 veskles: snates: asnates: sevakne / 10 ereçluma: persnimu: puemune: pupřike{s}: vesune / 11 puemunes: pupřikes:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;995;1363;294;156601;12;pupřikes:;puprikes;ATR;156599;202256.0;11199a;11199;9.0;Umbrian;O-stem;adjective;-;-;-;-;-;singular;M;GEN;-;a-s---mg-;M-gen-sg;Poplicus;PROPER;THEONYM;Poplicus;Poplici;-;poplikeys;pupřike-s;9 veskles: snates: asnates: sevakne / 10 ereçluma: persnimu: puemune: pupřike{s}: vesune / 11 puemunes: pupřikes:;Table 4 (native Umbrian alphabet);;Iguvine Tables;Umbrian;Indo-European::Italic::Latino-Sabellic::Sabellic;Umbrian;Umbrian/Latin;-350.0;-300.0;Iguvium (Gubbio);11852.0;43.355464;12.573438;True;True;4620;171820;-325.0;-3;0
