;Text_ID;Sentence_ID;Sentence_position;Token_ID;Token_position;Token;Token_clean;Relation;Head;Analysis_ID;Lemma;Lemma_simplex;Lemma_frequency;Language;Morphological_type;Part_of_speech;Stem;Tense;Mood;Diathesis;Person;Number;Gender;Case;Category;POS;Tags;Meaning;Meaning_category;Meaning_subcategory;Classical_Latin_equivalent;Classical_Latin_Form;TAM_analysis;Standard_aligned;Form_aligned;Sentence;Section;Reference;Name;Language_(text);Language_family;Language_variety;Script;Date_after;Date_before;Provenance;GeoID;Latitude;Longitude;Finite_verb;Analysable_token;Text_length;Trismegistos_ID;Date;Century;Text_ID_head;Sentence_ID_head;Sentence_position_head;Token_ID_head;Token_position_head;Token_head;Token_clean_head;Relation_head;Head_head;Analysis_ID_head;Lemma_head;Lemma_simplex_head;Lemma_frequency_head;Language_head;Morphological_type_head;Part_of_speech_head;Stem_head;Tense_head;Mood_head;Diathesis_head;Person_head;Number_head;Gender_head;Case_head;Category_head;POS_head;Tags_head;Meaning_head;Meaning_category_head;Meaning_subcategory_head;Classical_Latin_equivalent_head;Classical_Latin_Form_head;TAM_analysis_head;Standard_aligned_head;Form_aligned_head;Sentence_head;Section_head;Reference_head;Name_head;Language_(text)_head;Language_family_head;Language_variety_head;Script_head;Date_after_head;Date_before_head;Provenance_head;GeoID_head;Latitude_head;Longitude_head;Finite_verb_head;Analysable_token_head;Text_length_head;Trismegistos_ID_head;Date_head;Century_head;Order
363411;4836;4464;1;363411;50;dianai;dianai;ATR;363410;1630026.0;12392a;12392;16.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;GEN;-;n-s---fg-;F-gen-sg;Diana;PROPER;THEONYM;Diana;Dianae;-;dianae;dianai;L(ucius) Geminius [1 f(ilius) ---]erius M(arci) f(ilius) Ruf(us) C(aius) Tra[s]ius N(umeri) f(ilius) C(aius) Con[sius] L(uci) f(ilius) / M(arcus) Naevius M(arci) [f(ilius) ---] Alfius N(umeri) f(ilius) M(arcus) Amatius [1 f(ilius)] A(ulus) Seius M(arci) f(ilius) P(ublius) Paccius L(uci) f(ilius) / heisce magis[treis pavimentum f]aci[un]dum aedemque reficiundam / columnasq[ue et simulacra pro] columneis ina[ur]ata de stipe Dianai / faciunda coe[raverunt Ser(vio) Sulpi]cio M(arco) Aurelio [c]onsolibus;;CIL X 3935;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108.0;-108.0;Vicus Dianae Tifatinae (Sant'Angelo in Formis);;41.1043193;14.1437103;True;True;57;250254;-108.0;-1;4836;4464;1;363410;49;stipe;stipe;ADV;363409;1630025.0;13874a;13874;2.0;Latin;C-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;gift, donation;-;-;stips;stipe;-;stipe;stipe;L(ucius) Geminius [1 f(ilius) ---]erius M(arci) f(ilius) Ruf(us) C(aius) Tra[s]ius N(umeri) f(ilius) C(aius) Con[sius] L(uci) f(ilius) / M(arcus) Naevius M(arci) [f(ilius) ---] Alfius N(umeri) f(ilius) M(arcus) Amatius [1 f(ilius)] A(ulus) Seius M(arci) f(ilius) P(ublius) Paccius L(uci) f(ilius) / heisce magis[treis pavimentum f]aci[un]dum aedemque reficiundam / columnasq[ue et simulacra pro] columneis ina[ur]ata de stipe Dianai / faciunda coe[raverunt Ser(vio) Sulpi]cio M(arco) Aurelio [c]onsolibus;;CIL X 3935;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-108.0;-108.0;Vicus Dianae Tifatinae (Sant'Angelo in Formis);;41.1043193;14.1437103;True;True;57;250254;-108.0;-1;1
363833;4874;4465;1;363833;5;c(ai);cai;ATR;363831;1630448.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;R(etus?) Vedodiu(s) / V(ibius) Autrodiu(s) C(ai) / S(purius) Racectiu(s) S(puri) / S(purius) Teditiu(s) S(puri) / statuendos / locaverunt;;Falernus Ager 1 (Imagines Italicae);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Falernus Ager;14438.0;41.1895461;13.9496742;True;True;13;170371;-300.0;-3;4874;4465;1;363831;3;v(ibius);vibius;SBJ_CO;515207;1630446.0;14207a;14207;38.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Vibius;PROPER;PERSONAL;Vibius;Vibius;-;uibius;uibius;R(etus?) Vedodiu(s) / V(ibius) Autrodiu(s) C(ai) / S(purius) Racectiu(s) S(puri) / S(purius) Teditiu(s) S(puri) / statuendos / locaverunt;;Falernus Ager 1 (Imagines Italicae);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Falernus Ager;14438.0;41.1895461;13.9496742;True;True;13;170371;-300.0;-3;1
363836;4874;4465;1;363836;8;s(puri);spuri;ATR;363834;1630451.0;13856a;13856;22.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Spurius;PROPER;PERSONAL;Spurius;Spuri;-;spuri;spuri;R(etus?) Vedodiu(s) / V(ibius) Autrodiu(s) C(ai) / S(purius) Racectiu(s) S(puri) / S(purius) Teditiu(s) S(puri) / statuendos / locaverunt;;Falernus Ager 1 (Imagines Italicae);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Falernus Ager;14438.0;41.1895461;13.9496742;True;True;13;170371;-300.0;-3;4874;4465;1;363834;6;s(purius);spurius;SBJ_CO;515207;1630449.0;13856a;13856;22.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Spurius;PROPER;PERSONAL;Spurius;Spurius;-;spurius;spurius;R(etus?) Vedodiu(s) / V(ibius) Autrodiu(s) C(ai) / S(purius) Racectiu(s) S(puri) / S(purius) Teditiu(s) S(puri) / statuendos / locaverunt;;Falernus Ager 1 (Imagines Italicae);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Falernus Ager;14438.0;41.1895461;13.9496742;True;True;13;170371;-300.0;-3;1
363839;4874;4465;1;363839;11;s(puri);spuri;ATR;363837;1630454.0;13856a;13856;22.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Spurius;PROPER;PERSONAL;Spurius;Spuri;-;spuri;spuri;R(etus?) Vedodiu(s) / V(ibius) Autrodiu(s) C(ai) / S(purius) Racectiu(s) S(puri) / S(purius) Teditiu(s) S(puri) / statuendos / locaverunt;;Falernus Ager 1 (Imagines Italicae);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Falernus Ager;14438.0;41.1895461;13.9496742;True;True;13;170371;-300.0;-3;4874;4465;1;363837;9;s(purius);spurius;SBJ_CO;515207;1630452.0;13856a;13856;22.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;Spurius;PROPER;PERSONAL;Spurius;Spurius;-;spurius;spurius;R(etus?) Vedodiu(s) / V(ibius) Autrodiu(s) C(ai) / S(purius) Racectiu(s) S(puri) / S(purius) Teditiu(s) S(puri) / statuendos / locaverunt;;Falernus Ager 1 (Imagines Italicae);;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-325.0;-275.0;Falernus Ager;14438.0;41.1895461;13.9496742;True;True;13;170371;-300.0;-3;1
364849;4916;4468;1;364849;2;p(ubli);publi;ATR;364850;1631430.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4468;1;364850;3;f(ilius);filius;APOS;364848;1631431.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364851;4916;4468;1;364851;4;p(ubli);publi;ATR;364852;1631432.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4468;1;364852;5;n(epos);nepos;APOS;364848;1631433.0;13140a;13140;60.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;grandson;RELATION;-;nepos;nepos;-;nepos;nepos;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364855;4916;4468;1;364855;8;c(ai);cai;ATR;364856;1631436.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4468;1;364856;9;f(ilius);filius;APOS;364853;1631437.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364862;4916;4468;1;364862;15;s(enatus);senatus;ATR;364863;1631443.0;13758a;13758;65.0;Latin;U-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;senate;POLITICS;-;senatus;senati;-;senati-;senatus;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4468;1;364863;16;s(ententia);sententia;ADV;364861;1631444.0;13760a;13760;50.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;opinion;-;-;sententia;sententia;-;sententia;sententia;[---] Calvius P(ubli) f(ilius) P(ubli) n(epos) C(aius) Geminius C(ai) f(ilius) Matei/clus aedem / Castoris Pollucis de s(enatus) / s(ententia) faciendum pequn(ia) sac(ra) coeravere //;;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364870;4916;4469;2;364870;3;m(arci);marci;ATR;364871;1631451.0;12982a;12982;412.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Marcus;PROPER;PERSONAL;Marcus;Marci;-;marci;marci;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4469;2;364871;4;f(ilius);filius;APOS;364868;1631452.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364872;4916;4469;2;364872;5;p(ubli);publi;ATR;364873;1631453.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4469;2;364873;6;n(epos);nepos;APOS;364868;1631454.0;13140a;13140;60.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;grandson;RELATION;-;nepos;nepos;-;nepos;nepos;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364876;4916;4469;2;364876;9;p(ubli);publi;ATR;364877;1631457.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4469;2;364877;10;f(ilius);filius;APOS;364874;1631458.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364878;4916;4469;2;364878;11;c(ai);cai;ATR;364879;1631459.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4469;2;364879;12;n(epos);nepos;APOS;364874;1631460.0;13140a;13140;60.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;grandson;RELATION;-;nepos;nepos;-;nepos;nepos;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364882;4916;4469;2;364882;15;s(enatus);senatus;ATR;364883;1631463.0;13758a;13758;65.0;Latin;U-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;senate;POLITICS;-;senatus;senatus;-;senati-;senatus;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;4916;4469;2;364883;16;s(ententia);sententia;ADV;364881;1631464.0;13760a;13760;50.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;opinion;-;-;sententia;sententia;-;sententia;sententia;[M(arcus)] Calvius M(arci) f(ilius) P(ubli) n(epos) C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris d(e) s(enatus) s(ententia) prob[aver(unt) d]edicar(unt)[q(ue)];;CIL X 6505;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538961;-112.5;-1;0
364888;4917;4470;1;364888;3;c(ai);cai;ATR;364889;1631469.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4470;1;364889;4;f(ilius);filius;APOS;364886;1631470.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;0
364893;4917;4470;1;364893;7;p(ubli);publi;ATR;364894;1631474.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4470;1;364894;8;f(ilius);filius;APOS;364892;1631475.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;0
364895;4917;4470;1;364895;9;p(ubli);publi;ATR;364896;1631476.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4470;1;364896;10;n(epos);nepos;APOS;364892;1631477.0;13140a;13140;60.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;grandson;RELATION;-;nepos;nepos;-;nepos;nepos;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;0
364901;4917;4470;1;364901;15;s(enatus);senatus;ATR;364902;1631482.0;13758a;13758;65.0;Latin;U-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;senate;POLITICS;-;senatus;senatus;-;senati-;senatus;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4470;1;364902;16;s(ententia);sententia;ADV;364900;1631483.0;13760a;13760;50.0;Latin;A-stem;noun;-;-;-;-;-;singular;F;ABL;-;n-s---fb-;F-abl-sg;opinion;-;-;sententia;sententia;-;sententia;sententia;[C(aius) Geminius C(ai) f(ilius) Mateiclus --- Calvius P(ubli) f(ilius) P(ubli) n(epos) aede]m Castori Polluci de s(enatus) s(ententia) fac[i]endam peq(unia) sacr(a) coera[verunt] /;;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;0
364909;4917;4471;2;364909;3;p(ubli);publi;ATR;364910;1631490.0;13535a;13535;224.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Publius;PROPER;PERSONAL;Publius;Publi;-;publi;publi;[C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris] M(arcus) Calvius M(arci) f(ilius) P(ubli) n(epos) [d(e) s(enatus) s(ententia) probaver(unt) dedicar(unt)q(ue)];;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4471;2;364910;4;f(ilius);filius;APOS;364907;1631491.0;12537a;12537;839.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;son;RELATION;-;filius;filius;-;filius;filius;[C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris] M(arcus) Calvius M(arci) f(ilius) P(ubli) n(epos) [d(e) s(enatus) s(ententia) probaver(unt) dedicar(unt)q(ue)];;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;0
364911;4917;4471;2;364911;5;c(ai);cai;ATR;364912;1631492.0;12603a;12603;624.0;Latin;O-stem;noun;-;-;-;-;-;singular;M;GEN;-;n-s---mg-;M-gen-sg;Gaius;PROPER;PERSONAL;Gaius;Gai;-;gai;cai;[C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris] M(arcus) Calvius M(arci) f(ilius) P(ubli) n(epos) [d(e) s(enatus) s(ententia) probaver(unt) dedicar(unt)q(ue)];;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;4917;4471;2;364912;6;n(epos);nepos;APOS;364907;1631493.0;13140a;13140;60.0;Latin;C-stem;noun;-;-;-;-;-;singular;M;NOM;-;n-s---mn-;M-nom-sg;grandson;RELATION;-;nepos;nepos;-;nepos;nepos;[C(aius) Crassicius P(ubli) f(ilius) C(ai) n(epos) Verris] M(arcus) Calvius M(arci) f(ilius) P(ubli) n(epos) [d(e) s(enatus) s(ententia) probaver(unt) dedicar(unt)q(ue)];;CIL X 6506;;Latin;Indo-European::Italic::Latino-Sabellic;Latin;Latin;-125.0;-100.0;Cora (Cori);;41.643711;12.873699;True;True;39;538962;-112.5;-1;0
